id,villcode,villname,gewocode
4346,1913052,TASHIDINGKHA,196
4347,1913053,TERKANANG,196
4348,1913054,TOELEKHA,196
4349,1913055,TSHAMCHONG,196
4350,1913056,TSHAMONANG,196
4351,1913057,TSHANGMUKHA,196
4352,1913058,ULLA,196
4353,1913059,WANGDUENA,196
4354,1913060,ZAMDING,196
4355,1913061,ZAMDING/OMTEKHA,196
4356,1913062,NGACHEYGELKHAR,196
4357,1913063,NGALABHI,196
4358,1913064,BANGTEYKHA,196
4359,1914001,BUMPAILOG,197
4360,1914002,BUSO,197
4361,1914003,DARILOG,197
4362,1914004,GANGCHUKHA,197
4363,1914005,LANGBI,197
4364,1914006,LONGTEY,197
4365,1914007,LUBZUR,197
4366,1914008,NAKHA,197
4367,1914009,NANGKHA,197
4368,1914010,RAHO,197
4369,1914011,RIWANANG,197
4370,1914012,RUKUBJI,197
4371,1914013,SERTHANG,197
4372,1914015,WANGDUE GOENPA,197
4373,1914016,ZERI,197
4374,1914017,LONGMEY,197
4375,1915001,BAJO,198
4376,1915002,GANGTEYTHANGKA,198
4377,1915003,GAWAPEL,198
4378,1915004,MARLUNG,198
4379,1915005,NGACHEYGELKHAR,198
4380,1915007,NGALAKHAR,198
4381,1915008,RINCHENGANG,198
4382,1915009,SOMELZAB,198
4383,1915010,THANGO,198
4384,1915011,MARTOLUNGCHU,198
4385,1915012,WANGJOKHA,198
4386,1915013,LHO RINCHENGANG,198
4387,1915014,JANG RINCHENGANG,198
4388,1915015,THROM,198
4389,2001001,BARDO,199
4390,2001002,DIGALA,199
4391,2001003,KHOMSHAR,199
4392,2001004,LANGDURBI,199
4393,2001005,PHULABI,199
4394,2002007,CHABDEMBHA,200
4395,2002008,DALI,200
4396,2002009,KAMATI,200
4397,2002010,TRONG,200
4398,2002006,BARPONG,200
4399,2003002,LAMTANG,201
4400,2003003,LECHIBE,201
4401,2003004,LINGMAPONG,201
4402,2003005,MEWANGANG,201
4403,2003006,SAMCHOLING,201
4404,2003001,BUDHASHI,201
4405,2004011,TSHELDANG,202
4406,2004010,TALI,202
4407,2004009,NYAKHAR,202
4408,2004008,KIKHAR,202
4409,2004007,KAMJONG,202
4410,2004006,JIMJONG,202
4411,2004005,GOLING,202
4412,2004004,DUENMANG,202
4413,2004003,DAKPHEL,202
4414,2004002,BULI GOENPA,202
4415,2004012,ZHOBLING,202
4416,2004001,BULI,202
4417,2005006,PONGCHALING,203
4418,2005007,REBATI,203
4419,2005008,SONAMTHANG,203
4420,2005009,THINLEY GANG,203
4421,2005010,YUMDANG,203
4422,2005001,JANGKHAR,203
4423,2005002,KAKTONG,203
4424,2005003,MARANGDUE,203
4425,2005004,NGANGLA TONG,203
4426,2005005,PANBANG,203
4427,2006005,PANABI,204
4428,2006004,MAMUNG TRONG,204
4429,2006003,EDHI,204
4430,2006002,CHAPGOEN,204
4431,2006001,CHANGARZAM,204
4432,2006006,PANTANG,204
4433,2006013,ZANGBI,204
4434,2006008,SALAPONG,204
4435,2006009,SHILINGTOE,204
4436,2006010,TASHIBI,204
4437,2006011,TRADIJONG,204
4438,2006012,TSHODRANG,204
4439,2006007,PONGCHOLA,204
4440,2007005,THRISA,205
4441,2007004,THAJONG,205
4442,2007003,SHINGKHAR,205
4443,2007002,RADHI,205
4444,2007001,NIMSHONG,205
4445,2007006,WAMLING,205
4446,2007007,ZANGLING,205
4447,2008001,BERTI,206
4448,2008002,DANGKHAR,206
4449,2008003,GOMPHU,206
4450,2008004,SUBDRANG,206
4451,2008005,TAMA,206
4452,2008006,TRONG,206
4453,2008007,TSHANGLAJONG,206
4454,2008008,ZURPHEL,206
4455,0212007,TORIBARI,207
4456,0212006,PHUNTSHOLING THROM,207
4457,0212001,AHALAY,207
4458,0212002,DAMDARA,207
4459,0212003,GURUNG DARA,207
4460,0212004,MALBASAY,207
4461,0212005,SINGI,207
4462,0315001,DAGA THROM,208
4463,0809001,THROM,209
4464,0609001,PHALING THROM,210
4465,1012007,ZAMDONGKHAR ZINGCHEY,211
4466,1012006,ZAMDONGKHAR TSHENDENGANG,211
4467,1012001,KHURUTHANG THROM,211
4468,1012002,ZAMDONGKHAR,211
4469,1012003,ZAMDONGKHAR BEBIGARKHA,211
4470,1012004,ZAMDONGKHAR LEKITHANG,211
4471,1012005,ZAMDONGKHAR SELIPANG,211
4472,1114004,CHENARI,212
4473,1114010,GAYKHERI,212
4474,1114009,GEZOR,212
4475,1114008,SAMDRUPGATSHEL,212
4476,1114007,DEOTHANG THROM,212
4477,1114006,SENGDENGRI,212
4478,1114005,PAZOR,212
4479,1114003,KHESANGTIRI,212
4480,1114002,RANTSHAM,212
4481,1114001,SAMDRUPJONGKHAR THROM,212
4482,1316005,SONAMGATSHEL,213
4483,1316004,TASHILING,213
4484,1316003,RABDEYLING,213
4485,1316002,JAMPELING,213
4486,1316006,NAMKHALING,213
4487,1316001,GELEPHU THROM,213
4488,1316007,SAMDRUPLING,213
4489,1916001,BAJO THROM,214
4490,0001,HAA THROM,215
4491,2009001,ZHEMGANG THROM,216
